,x,y,clay1,clay2,clay3,clay4,valsSlope,valsDem
66312,NA,NA,NA,NA,NA,NA,NA,NA
66313,NA,NA,NA,NA,NA,NA,NA,NA
66314,NA,NA,NA,NA,NA,NA,NA,NA
66315,NA,NA,NA,NA,NA,NA,NA,NA
66316,NA,NA,NA,NA,NA,NA,NA,NA
66317,NA,NA,NA,NA,NA,NA,NA,NA
66318,NA,NA,NA,NA,NA,NA,NA,NA
66319,NA,NA,NA,NA,NA,NA,NA,NA
66320,NA,NA,NA,NA,NA,NA,NA,NA
66321,NA,NA,NA,NA,NA,NA,NA,NA
66322,NA,NA,NA,NA,NA,NA,NA,NA
66323,NA,NA,NA,NA,NA,NA,NA,NA
66324,NA,NA,NA,NA,NA,NA,NA,NA
66325,NA,NA,NA,NA,NA,NA,NA,NA
66326,NA,NA,NA,NA,NA,NA,NA,NA
66327,NA,NA,NA,NA,NA,NA,NA,NA
66328,NA,NA,NA,NA,NA,NA,NA,NA
66329,NA,NA,NA,NA,NA,NA,NA,NA
66330,NA,NA,NA,NA,NA,NA,NA,NA
66331,NA,NA,NA,NA,NA,NA,NA,NA
66332,NA,NA,NA,NA,NA,NA,NA,NA
66333,NA,NA,NA,NA,NA,NA,NA,NA
66334,NA,NA,NA,NA,NA,NA,NA,NA
66335,NA,NA,NA,NA,NA,NA,NA,NA
66336,NA,NA,NA,NA,NA,NA,NA,NA
66337,NA,NA,NA,NA,NA,NA,NA,NA
66338,NA,NA,NA,NA,NA,NA,NA,NA
66339,NA,NA,NA,NA,NA,NA,NA,NA
66340,NA,NA,NA,NA,NA,NA,NA,NA
66341,NA,NA,NA,NA,NA,NA,NA,NA
66342,NA,NA,NA,NA,NA,NA,NA,NA
66343,NA,NA,NA,NA,NA,NA,NA,NA
66344,NA,NA,NA,NA,NA,NA,NA,NA
66345,NA,NA,NA,NA,NA,NA,NA,NA
66346,NA,NA,NA,NA,NA,NA,NA,NA
66347,NA,NA,NA,NA,NA,NA,NA,NA
66348,NA,NA,NA,NA,NA,NA,NA,NA
66349,NA,NA,NA,NA,NA,NA,NA,NA
66350,NA,NA,NA,NA,NA,NA,NA,NA
66351,NA,NA,NA,NA,NA,NA,NA,NA
66352,NA,NA,NA,NA,NA,NA,NA,NA
66353,NA,NA,NA,NA,NA,NA,NA,NA
66354,NA,NA,NA,NA,NA,NA,NA,NA
66355,NA,NA,NA,NA,NA,NA,NA,NA
66356,NA,NA,NA,NA,NA,NA,NA,NA
66357,NA,NA,NA,NA,NA,NA,NA,NA
66358,NA,NA,NA,NA,NA,NA,NA,NA
66359,NA,NA,NA,NA,NA,NA,NA,NA
66360,NA,NA,NA,NA,NA,NA,NA,NA
66361,NA,NA,NA,NA,NA,NA,NA,NA
66362,NA,NA,NA,NA,NA,NA,NA,NA
66363,NA,NA,NA,NA,NA,NA,NA,NA
66364,NA,NA,NA,NA,NA,NA,NA,NA
66365,NA,NA,NA,NA,NA,NA,NA,NA
66366,NA,NA,NA,NA,NA,NA,NA,NA
66367,NA,NA,NA,NA,NA,NA,NA,NA
66368,NA,NA,NA,NA,NA,NA,NA,NA
66369,NA,NA,NA,NA,NA,NA,NA,NA
66370,NA,NA,NA,NA,NA,NA,NA,NA
66371,NA,NA,NA,NA,NA,NA,NA,NA
66372,NA,NA,NA,NA,NA,NA,NA,NA
66373,NA,NA,NA,NA,NA,NA,NA,NA
66374,NA,NA,NA,NA,NA,NA,NA,NA
66375,NA,NA,NA,NA,NA,NA,NA,NA
66376,NA,NA,NA,NA,NA,NA,NA,NA
66377,NA,NA,NA,NA,NA,NA,NA,NA
66378,NA,NA,NA,NA,NA,NA,NA,NA
66379,NA,NA,NA,NA,NA,NA,NA,NA
66380,NA,NA,NA,NA,NA,NA,NA,NA
66381,NA,NA,NA,NA,NA,NA,NA,NA
66382,NA,NA,NA,NA,NA,NA,NA,NA
66383,NA,NA,NA,NA,NA,NA,NA,NA
66384,NA,NA,NA,NA,NA,NA,NA,NA
66385,NA,NA,NA,NA,NA,NA,NA,NA
66386,NA,NA,NA,NA,NA,NA,NA,NA
66387,NA,NA,NA,NA,NA,NA,NA,NA
66388,NA,NA,NA,NA,NA,NA,NA,NA
66389,NA,NA,NA,NA,NA,NA,NA,NA
66390,NA,NA,NA,NA,NA,NA,NA,NA
66391,NA,NA,NA,NA,NA,NA,NA,NA
66392,NA,NA,NA,NA,NA,NA,NA,NA
66393,NA,NA,NA,NA,NA,NA,NA,NA
66394,NA,NA,NA,NA,NA,NA,NA,NA
66395,600594.2783,6152027.723,21.801,27.532,39.74,51.398,0.068813853,306.6893311
66396,600622.6125,6152027.723,21.467,26.053,36.553,45.942,0.059879195,306.0522766
66397,600650.9468,6152027.723,21.467,26.053,36.553,45.942,0.064775936,306.0404053
66398,600679.281,6152027.723,21.467,26.053,36.553,45.942,0.075764045,306.2707214
66399,600707.6152,6152027.723,19.492,28.132,45.369,63.837,0.090543613,306.4902954
66400,600735.9495,6152027.723,19.492,28.132,45.369,63.837,0.108097099,306.7826233
66401,NA,NA,NA,NA,NA,NA,NA,NA
66402,600792.6179,6152027.723,19.492,28.132,45.369,63.837,0.145250916,309.1268311
66403,600820.9522,6152027.723,20.26,30.728,50.921,73.012,0.152337447,310.5935059
66404,600849.2864,6152027.723,20.26,30.728,50.921,73.012,0.158910558,311.2127075
66405,600877.6206,6152027.723,20.26,30.728,50.921,73.012,0.172221124,310.5585938
66406,600905.9549,6152027.723,19.556,30.721,52.378,76.832,0.184247181,308.7885437
66407,600934.2891,6152027.723,19.556,30.721,52.378,76.832,0.186040446,306.4954529
66408,600962.6234,6152027.723,19.556,30.721,52.378,76.832,0.179766536,304.145813
66409,600990.9576,6152027.723,19.556,30.721,52.378,76.832,0.169429496,301.8978577
66410,601019.2918,6152027.723,19.127,28.697,47.942,69.204,0.15411602,299.9497681
66411,601047.6261,6152027.723,19.127,28.697,47.942,69.204,0.13351275,298.5953979
66412,601075.9603,6152027.723,19.127,28.697,47.942,69.204,0.109287076,297.9683228
66413,601104.2945,6152027.723,22.253,27.601,39.904,51.311,0.084903918,297.752594
66414,601132.6288,6152027.723,22.253,27.601,39.904,51.311,0.065937571,297.4940186
66415,601160.963,6152027.723,22.253,27.601,39.904,51.311,0.055204283,297.0945129
66416,601189.2972,6152027.723,22.253,27.601,39.904,51.311,0.048563097,296.7012024
66417,601217.6315,6152027.723,25.658,28.271,36.077,40.973,0.035637829,296.5338745
66418,601245.9657,6152027.723,25.658,28.271,36.077,40.973,0.008511522,296.5379944
66419,601274.2999,6152027.723,25.658,28.271,36.077,40.973,0.022696985,296.9544067
66420,601302.6342,6152027.723,22.879,27.703,39.133,48.628,0.042940177,297.539093
66421,601330.9684,6152027.723,22.879,27.703,39.133,48.628,0.054650489,298.6456909
66422,601359.3027,6152027.723,22.879,27.703,39.133,48.628,0.046467181,299.2127686
66423,601387.6369,6152027.723,22.879,27.703,39.133,48.628,0.035526119,299.4635315
66424,601415.9711,6152027.723,24.64,28.208,37.579,43.912,0.026286189,299.4742737
66425,601444.3054,6152027.723,24.64,28.208,37.579,43.912,0.019534811,299.3110046
66426,601472.6396,6152027.723,24.64,28.208,37.579,43.912,0.010604659,299.2140198
66427,NA,NA,NA,NA,NA,NA,NA,NA
66428,601529.3081,6152027.723,24.531,29.043,39.976,48.115,0.021888506,299.9360962
66429,601557.6423,6152027.723,24.531,29.043,39.976,48.115,0.027656103,300.6546631
66430,601585.9765,6152027.723,24.531,29.043,39.976,48.115,0.031863976,301.5007935
66431,601614.3108,6152027.723,23.147,28.567,40.948,50.62,0.034302212,302.4417114
66432,601642.645,6152027.723,23.147,28.567,40.948,50.62,0.034396287,303.3902588
66433,601670.9792,6152027.723,23.147,28.567,40.948,50.62,0.033588044,304.2867126
66434,601699.3135,6152027.723,23.147,28.567,40.948,50.62,0.032318551,305.1549988
66435,601727.6477,6152027.723,23.132,28.541,40.815,49.791,0.031384651,305.9631348
66436,601755.982,6152027.723,23.132,28.541,40.815,49.791,0.034400363,306.7487183
66437,601784.3162,6152027.723,23.132,28.541,40.815,49.791,0.043881554,307.6690979
66438,601812.6504,6152027.723,21.107,27.829,42.182,53.48,0.059666585,308.9056396
66439,601840.9847,6152027.723,21.107,27.829,42.182,53.48,0.076611049,310.6019287
66440,601869.3189,6152027.723,21.107,27.829,42.182,53.48,0.086692147,312.6361389
66441,601897.6531,6152027.723,21.107,27.829,42.182,53.48,0.087481692,314.6894531
66442,601925.9874,6152027.723,25.799,31.552,44.044,51.855,0.081228331,316.5585938
66443,601954.3216,6152027.723,25.799,31.552,44.044,51.855,0.071772248,318.1329651
66444,601982.6558,6152027.723,25.799,31.552,44.044,51.855,0.06303966,319.3883057
66445,602010.9901,6152027.723,26.949,33.109,46.196,54.293,0.055972893,320.4188843
66446,602039.3243,6152027.723,26.949,33.109,46.196,54.293,0.049303371,321.3352356
66447,602067.6585,6152027.723,26.949,33.109,46.196,54.293,0.042234045,322.2025452
66448,602095.9928,6152027.723,26.949,33.109,46.196,54.293,0.03689542,323.0697021
66449,602124.327,6152027.723,32.601,38.381,50.725,57.18,0.038432594,324.0250854
66450,602152.6612,6152027.723,32.601,38.381,50.725,57.18,0.048083019,325.2080078
66451,602180.9955,6152027.723,32.601,38.381,50.725,57.18,0.062965453,326.7518616
66452,602209.3297,6152027.723,37.444,42.966,54.686,59.498,0.078801855,328.7808228
66453,602237.664,6152027.723,37.444,42.966,54.686,59.498,0.089211404,331.2128601
66454,602265.9982,6152027.723,37.444,42.966,54.686,59.498,0.09391991,333.7150269
66455,602294.3324,6152027.723,37.444,42.966,54.686,59.498,0.097336598,336.0075684
66456,602322.6667,6152027.723,36.432,42.123,53.835,57.648,0.101472422,338.0345459
66457,602351.0009,6152027.723,36.432,42.123,53.835,57.648,0.10597302,339.9427185
66458,602379.3351,6152027.723,36.432,42.123,53.835,57.648,0.106442399,341.8287659
66459,602407.6694,6152027.723,35.352,40.695,51.699,53.888,0.100631431,343.3850708
66460,602436.0036,6152027.723,35.352,40.695,51.699,53.888,0.097757339,344.1468201
66461,602464.3378,6152027.723,35.352,40.695,51.699,53.888,0.102604128,344.1463318
66462,602492.6721,6152027.723,35.352,40.695,51.699,53.888,0.107939966,343.9273071
66463,602521.0063,6152027.723,37.027,42.991,55.063,58.447,0.110566996,343.9052429
66464,602549.3405,6152027.723,37.027,42.991,55.063,58.447,0.108964868,344.0601501
66465,602577.6748,6152027.723,37.027,42.991,55.063,58.447,0.100145288,344.1417236
66466,602606.009,6152027.723,36.179,40.069,48.669,46.794,0.085217677,344.2012329
66467,602634.3433,6152027.723,36.179,40.069,48.669,46.794,0.071381383,344.5549316
66468,602662.6775,6152027.723,36.179,40.069,48.669,46.794,0.063448206,345.2125549
66469,NA,NA,NA,NA,NA,NA,NA,NA
66470,602719.346,6152027.723,36.128,40.047,48.609,46.133,0.06492687,346.9953613
66471,602747.6802,6152027.723,36.128,40.047,48.609,46.133,0.070139378,348.2735901
66472,602776.0144,6152027.723,36.128,40.047,48.609,46.133,0.070593484,349.6894531
66473,602804.3487,6152027.723,35.82,40.05,48.987,46.374,0.068318017,350.966095
66474,602832.6829,6152027.723,35.82,40.05,48.987,46.374,0.066717379,352.0247803
66475,602861.0171,6152027.723,35.82,40.05,48.987,46.374,0.065662451,352.8026428
66476,602889.3514,6152027.723,35.82,40.05,48.987,46.374,0.066756882,353.2269592
66477,602917.6856,6152027.723,34.612,39.316,49.054,47.23,0.07065168,353.3857117
66478,602946.0198,6152027.723,34.612,39.316,49.054,47.23,0.076980509,353.1134338
66479,602974.3541,6152027.723,34.612,39.316,49.054,47.23,0.08446148,352.1753845
66480,603002.6883,6152027.723,32.679,37.878,48.641,48.319,0.085845418,350.7490845
66481,603031.0226,6152027.723,32.679,37.878,48.641,48.319,0.077929989,349.3675537
66482,603059.3568,6152027.723,32.679,37.878,48.641,48.319,0.06458956,348.3348083
66483,603087.691,6152027.723,32.679,37.878,48.641,48.319,0.050610077,347.8422852
66484,603116.0253,6152027.723,23.829,28.792,39.158,37.92,0.045287915,348.0603638
66485,603144.3595,6152027.723,23.829,28.792,39.158,37.92,0.052721117,349.0081177
66486,603172.6937,6152027.723,23.829,28.792,39.158,37.92,0.064649813,350.5437927
66487,603201.028,6152027.723,23.107,29.235,41.268,41.44,0.07473594,352.5039978
66488,603229.3622,6152027.723,23.107,29.235,41.268,41.44,0.078671597,354.7197571
66489,603257.6964,6152027.723,23.107,29.235,41.268,41.44,0.076448821,356.9281006
66490,603286.0307,6152027.723,23.107,29.235,41.268,41.44,0.07100825,358.9981995
66491,603314.3649,6152027.723,24.054,30.959,44.107,45.122,0.063861422,360.8070984
66492,NA,NA,NA,NA,NA,NA,NA,NA
66493,603371.0334,6152027.723,24.054,30.959,44.107,45.122,0.05475517,363.2716675
66494,603399.3676,6152027.723,24.054,30.959,44.107,45.122,0.053022414,363.8888855
66495,603427.7019,6152027.723,26.373,30.307,38.45,32.009,0.053167775,364.0831299
66496,603456.0361,6152027.723,26.373,30.307,38.45,32.009,0.053031169,364.1120911
66497,603484.3703,6152027.723,26.373,30.307,38.45,32.009,0.057280567,364.4868164
66498,603512.7046,6152027.723,26.204,32.195,43.655,41.297,0.071365356,365.6008301
66499,603541.0388,6152027.723,26.204,32.195,43.655,41.297,0.089657776,367.4904785
66500,603569.373,6152027.723,26.204,32.195,43.655,41.297,0.107028797,370.0174866
66501,603597.7073,6152027.723,26.204,32.195,43.655,41.297,0.122215755,373.0791321
66502,603626.0415,6152027.723,24.724,32.747,47.127,47.559,0.134155184,376.540863
66503,603654.3757,6152027.723,24.724,32.747,47.127,47.559,0.14432539,380.3328857
66504,603682.71,6152027.723,24.724,32.747,47.127,47.559,0.153346539,384.4699402
66505,603711.0442,6152027.723,23.552,31.026,44.019,41.208,0.156411678,388.8911133
66506,603739.3784,6152027.723,23.552,31.026,44.019,41.208,0.148933753,393.2705688
66507,603767.7127,6152027.723,23.552,31.026,44.019,41.208,0.133156076,397.2556458
66508,603796.0469,6152027.723,23.552,31.026,44.019,41.208,0.111490324,400.6671143
66509,603824.3811,6152027.723,24.648,30.458,40.268,31.828,0.077851407,403.2913513
66510,603852.7154,6152027.723,24.648,30.458,40.268,31.828,0.035026707,404.5733643
66511,603881.0496,6152027.723,24.648,30.458,40.268,31.828,0.06188206,403.8298645
66512,603909.3839,6152027.723,23.603,29.622,40.025,32.627,0.100963376,401.4342346
66513,NA,NA,NA,NA,NA,NA,NA,NA
66514,NA,NA,NA,NA,NA,NA,NA,NA
66515,NA,NA,NA,NA,NA,NA,NA,NA
66516,NA,NA,NA,NA,NA,NA,NA,NA
66517,NA,NA,NA,NA,NA,NA,NA,NA
66518,NA,NA,NA,NA,NA,NA,NA,NA
66519,NA,NA,NA,NA,NA,NA,NA,NA
66520,NA,NA,NA,NA,NA,NA,NA,NA
66521,NA,NA,NA,NA,NA,NA,NA,NA
66522,NA,NA,NA,NA,NA,NA,NA,NA
66523,NA,NA,NA,NA,NA,NA,NA,NA
66524,NA,NA,NA,NA,NA,NA,NA,NA
66525,NA,NA,NA,NA,NA,NA,NA,NA
66526,NA,NA,NA,NA,NA,NA,NA,NA
66527,NA,NA,NA,NA,NA,NA,NA,NA
66528,NA,NA,NA,NA,NA,NA,NA,NA
66529,NA,NA,NA,NA,NA,NA,NA,NA
66530,NA,NA,NA,NA,NA,NA,NA,NA
66531,NA,NA,NA,NA,NA,NA,NA,NA
66532,NA,NA,NA,NA,NA,NA,NA,NA
66533,NA,NA,NA,NA,NA,NA,NA,NA
66534,NA,NA,NA,NA,NA,NA,NA,NA
66535,NA,NA,NA,NA,NA,NA,NA,NA
66536,NA,NA,NA,NA,NA,NA,NA,NA
66537,NA,NA,NA,NA,NA,NA,NA,NA
66538,NA,NA,NA,NA,NA,NA,NA,NA
66539,NA,NA,NA,NA,NA,NA,NA,NA
66540,NA,NA,NA,NA,NA,NA,NA,NA
66541,NA,NA,NA,NA,NA,NA,NA,NA
66542,NA,NA,NA,NA,NA,NA,NA,NA
66543,NA,NA,NA,NA,NA,NA,NA,NA
66544,NA,NA,NA,NA,NA,NA,NA,NA
66545,NA,NA,NA,NA,NA,NA,NA,NA
66546,NA,NA,NA,NA,NA,NA,NA,NA
66547,NA,NA,NA,NA,NA,NA,NA,NA
66548,NA,NA,NA,NA,NA,NA,NA,NA
66549,NA,NA,NA,NA,NA,NA,NA,NA
66550,NA,NA,NA,NA,NA,NA,NA,NA
66551,NA,NA,NA,NA,NA,NA,NA,NA
66552,NA,NA,NA,NA,NA,NA,NA,NA
66553,NA,NA,NA,NA,NA,NA,NA,NA
66554,NA,NA,NA,NA,NA,NA,NA,NA
66555,NA,NA,NA,NA,NA,NA,NA,NA
66556,NA,NA,NA,NA,NA,NA,NA,NA
66557,NA,NA,NA,NA,NA,NA,NA,NA
66558,NA,NA,NA,NA,NA,NA,NA,NA
66559,NA,NA,NA,NA,NA,NA,NA,NA
66560,NA,NA,NA,NA,NA,NA,NA,NA
66561,NA,NA,NA,NA,NA,NA,NA,NA
66562,NA,NA,NA,NA,NA,NA,NA,NA
66563,NA,NA,NA,NA,NA,NA,NA,NA
66564,NA,NA,NA,NA,NA,NA,NA,NA
66565,NA,NA,NA,NA,NA,NA,NA,NA
66566,NA,NA,NA,NA,NA,NA,NA,NA
66567,NA,NA,NA,NA,NA,NA,NA,NA
66568,NA,NA,NA,NA,NA,NA,NA,NA
66569,NA,NA,NA,NA,NA,NA,NA,NA
66570,NA,NA,NA,NA,NA,NA,NA,NA
66571,NA,NA,NA,NA,NA,NA,NA,NA
66572,NA,NA,NA,NA,NA,NA,NA,NA
66573,NA,NA,NA,NA,NA,NA,NA,NA
66574,NA,NA,NA,NA,NA,NA,NA,NA
66575,NA,NA,NA,NA,NA,NA,NA,NA
66576,NA,NA,NA,NA,NA,NA,NA,NA
66577,NA,NA,NA,NA,NA,NA,NA,NA
66578,NA,NA,NA,NA,NA,NA,NA,NA
66579,NA,NA,NA,NA,NA,NA,NA,NA
66580,NA,NA,NA,NA,NA,NA,NA,NA
66581,NA,NA,NA,NA,NA,NA,NA,NA
66582,NA,NA,NA,NA,NA,NA,NA,NA
66583,NA,NA,NA,NA,NA,NA,NA,NA
66584,NA,NA,NA,NA,NA,NA,NA,NA
66585,NA,NA,NA,NA,NA,NA,NA,NA
66586,NA,NA,NA,NA,NA,NA,NA,NA
66587,NA,NA,NA,NA,NA,NA,NA,NA
66588,NA,NA,NA,NA,NA,NA,NA,NA
66589,NA,NA,NA,NA,NA,NA,NA,NA
66590,NA,NA,NA,NA,NA,NA,NA,NA
66591,NA,NA,NA,NA,NA,NA,NA,NA
66592,NA,NA,NA,NA,NA,NA,NA,NA
66593,NA,NA,NA,NA,NA,NA,NA,NA
66594,NA,NA,NA,NA,NA,NA,NA,NA
66595,NA,NA,NA,NA,NA,NA,NA,NA
66596,NA,NA,NA,NA,NA,NA,NA,NA
66597,NA,NA,NA,NA,NA,NA,NA,NA
66598,NA,NA,NA,NA,NA,NA,NA,NA
66599,NA,NA,NA,NA,NA,NA,NA,NA
66600,NA,NA,NA,NA,NA,NA,NA,NA
66601,NA,NA,NA,NA,NA,NA,NA,NA
66602,NA,NA,NA,NA,NA,NA,NA,NA
66603,NA,NA,NA,NA,NA,NA,NA,NA
66604,NA,NA,NA,NA,NA,NA,NA,NA
66605,NA,NA,NA,NA,NA,NA,NA,NA
66606,NA,NA,NA,NA,NA,NA,NA,NA
66607,NA,NA,NA,NA,NA,NA,NA,NA
66608,NA,NA,NA,NA,NA,NA,NA,NA
66609,NA,NA,NA,NA,NA,NA,NA,NA
66610,NA,NA,NA,NA,NA,NA,NA,NA
66611,NA,NA,NA,NA,NA,NA,NA,NA
66612,NA,NA,NA,NA,NA,NA,NA,NA
66613,NA,NA,NA,NA,NA,NA,NA,NA
66614,NA,NA,NA,NA,NA,NA,NA,NA
66615,NA,NA,NA,NA,NA,NA,NA,NA
66616,NA,NA,NA,NA,NA,NA,NA,NA
66617,NA,NA,NA,NA,NA,NA,NA,NA
66618,NA,NA,NA,NA,NA,NA,NA,NA
66619,NA,NA,NA,NA,NA,NA,NA,NA
66620,600594.2783,6151999.389,21.801,27.532,39.74,51.398,0.065269619,305.1236572
66621,600622.6125,6151999.389,21.467,26.053,36.553,45.942,0.05834686,304.4268799
66622,600650.9468,6151999.389,21.467,26.053,36.553,45.942,0.063645028,304.203064
66623,600679.281,6151999.389,21.467,26.053,36.553,45.942,0.073917612,304.0998535
66624,600707.6152,6151999.389,19.492,28.132,45.369,63.837,0.086244702,303.9111938
66625,600735.9495,6151999.389,19.492,28.132,45.369,63.837,0.098939218,303.7793274
66626,600764.2837,6151999.389,19.492,28.132,45.369,63.837,0.117110237,304.2054138
66627,600792.6179,6151999.389,19.492,28.132,45.369,63.837,0.137293458,305.2372742
66628,NA,NA,NA,NA,NA,NA,NA,NA
66629,600849.2864,6151999.389,20.26,30.728,50.921,73.012,0.157420412,306.6479492
66630,600877.6206,6151999.389,20.26,30.728,50.921,73.012,0.166026682,305.8435669
66631,600905.9549,6151999.389,19.556,30.721,52.378,76.832,0.169663265,304.0970764
66632,600934.2891,6151999.389,19.556,30.721,52.378,76.832,0.164167643,301.9819946
66633,600962.6234,6151999.389,19.556,30.721,52.378,76.832,0.153199166,299.9089966
66634,NA,NA,NA,NA,NA,NA,NA,NA
66635,601019.2918,6151999.389,19.127,28.697,47.942,69.204,0.117063217,296.3744507
66636,601047.6261,6151999.389,19.127,28.697,47.942,69.204,0.092659779,295.4576721
66637,601075.9603,6151999.389,19.127,28.697,47.942,69.204,0.072821356,295.4094849
66638,601104.2945,6151999.389,22.253,27.601,39.904,51.311,0.0577267,295.8095398
66639,601132.6288,6151999.389,22.253,27.601,39.904,51.311,0.047421262,296.0036316
66640,601160.963,6151999.389,22.253,27.601,39.904,51.311,0.041717105,295.803833
66641,601189.2972,6151999.389,22.253,27.601,39.904,51.311,0.009399861,295.5112
66642,601217.6315,6151999.389,25.658,28.271,36.077,40.973,0.045563031,295.900238
66643,601245.9657,6151999.389,25.658,28.271,36.077,40.973,0.078144871,297.7129211
66644,601274.2999,6151999.389,25.658,28.271,36.077,40.973,0.082013823,298.8998718
66645,601302.6342,6151999.389,22.879,27.703,39.133,48.628,0.083955005,299.6915588
66646,601330.9684,6151999.389,22.879,27.703,39.133,48.628,0.071985982,300.4138794
66647,601359.3027,6151999.389,22.879,27.703,39.133,48.628,0.061252661,300.7112732
66648,601387.6369,6151999.389,22.879,27.703,39.133,48.628,0.05166569,300.6657104
66649,NA,NA,NA,NA,NA,NA,NA,NA
66650,NA,NA,NA,NA,NA,NA,NA,NA
66651,601472.6396,6151999.389,24.64,28.208,37.579,43.912,0.025533916,299.6566467
66652,601500.9738,6151999.389,24.531,29.043,39.976,48.115,0.020019373,299.6692505
66653,601529.3081,6151999.389,24.531,29.043,39.976,48.115,0.025219722,300.1020813
66654,601557.6423,6151999.389,24.531,29.043,39.976,48.115,0.032235038,300.8256531
66655,601585.9765,6151999.389,24.531,29.043,39.976,48.115,0.037794311,301.7420959
66656,601614.3108,6151999.389,23.147,28.567,40.948,50.62,0.040564362,302.7736511
66657,601642.645,6151999.389,23.147,28.567,40.948,50.62,0.039779332,303.7983398
66658,601670.9792,6151999.389,23.147,28.567,40.948,50.62,0.037429132,304.7225037
66659,601699.3135,6151999.389,23.147,28.567,40.948,50.62,0.035490792,305.5871582
66660,601727.6477,6151999.389,23.132,28.541,40.815,49.791,0.035846885,306.4142761
66661,601755.982,6151999.389,23.132,28.541,40.815,49.791,0.041813266,307.2917175
66662,601784.3162,6151999.389,23.132,28.541,40.815,49.791,0.054206766,308.3884277
66663,601812.6504,6151999.389,21.107,27.829,42.182,53.48,0.071333259,309.8676758
66664,601840.9847,6151999.389,21.107,27.829,42.182,53.48,0.086603947,311.8277893
66665,601869.3189,6151999.389,21.107,27.829,42.182,53.48,0.091398828,314.0654297
66666,601897.6531,6151999.389,21.107,27.829,42.182,53.48,0.084801517,316.1984558
66667,601925.9874,6151999.389,25.799,31.552,44.044,51.855,0.072023466,318.0061035
66668,601954.3216,6151999.389,25.799,31.552,44.044,51.855,0.05826873,319.4564819
66669,601982.6558,6151999.389,25.799,31.552,44.044,51.855,0.046115212,320.5828247
66670,602010.9901,6151999.389,26.949,33.109,46.196,54.293,0.036024328,321.4603882
66671,602039.3243,6151999.389,26.949,33.109,46.196,54.293,0.027721887,322.1815796
66672,602067.6585,6151999.389,26.949,33.109,46.196,54.293,0.021381656,322.791626
66673,NA,NA,NA,NA,NA,NA,NA,NA
66674,602124.327,6151999.389,32.601,38.381,50.725,57.18,0.031059185,323.9929504
66675,602152.6612,6151999.389,32.601,38.381,50.725,57.18,0.047165897,324.9897156
66676,602180.9955,6151999.389,32.601,38.381,50.725,57.18,0.067837097,326.5296936
66677,602209.3297,6151999.389,37.444,42.966,54.686,59.498,0.089840062,328.7646179
66678,602237.664,6151999.389,37.444,42.966,54.686,59.498,0.105686836,331.6264343
66679,602265.9982,6151999.389,37.444,42.966,54.686,59.498,0.109825701,334.7472229
66680,602294.3324,6151999.389,37.444,42.966,54.686,59.498,0.105836146,337.6196594
66681,602322.6667,6151999.389,36.432,42.123,53.835,57.648,0.102550566,340.0275269
66682,602351.0009,6151999.389,36.432,42.123,53.835,57.648,0.103556469,342.158905
66683,602379.3351,6151999.389,36.432,42.123,53.835,57.648,0.10424421,344.2142334
66684,602407.6694,6151999.389,35.352,40.695,51.699,53.888,0.100926965,345.9616394
66685,602436.0036,6151999.389,35.352,40.695,51.699,53.888,0.101975635,346.9526062
66686,602464.3378,6151999.389,35.352,40.695,51.699,53.888,0.110174209,347.1821899
66687,602492.6721,6151999.389,35.352,40.695,51.699,53.888,0.116237424,347.1216431
66688,602521.0063,6151999.389,37.027,42.991,55.063,58.447,0.117582045,347.1611328
66689,602549.3405,6151999.389,37.027,42.991,55.063,58.447,0.1140365,347.2532043
66690,602577.6748,6151999.389,37.027,42.991,55.063,58.447,0.105626196,347.0852661
66691,602606.009,6151999.389,36.179,40.069,48.669,46.794,0.091134429,346.6999512
66692,602634.3433,6151999.389,36.179,40.069,48.669,46.794,0.07386864,346.5679626
66693,602662.6775,6151999.389,36.179,40.069,48.669,46.794,0.062048975,346.8674927
66694,NA,NA,NA,NA,NA,NA,NA,NA
66695,602719.346,6151999.389,36.128,40.047,48.609,46.133,0.063360892,348.4277039
66696,602747.6802,6151999.389,36.128,40.047,48.609,46.133,0.071481384,349.7450256
66697,602776.0144,6151999.389,36.128,40.047,48.609,46.133,0.075626671,351.2303467
66698,602804.3487,6151999.389,35.82,40.05,48.987,46.374,0.076618448,352.6181641
66699,602832.6829,6151999.389,35.82,40.05,48.987,46.374,0.075973891,353.8048706
66700,602861.0171,6151999.389,35.82,40.05,48.987,46.374,0.074314103,354.6907654
66701,602889.3514,6151999.389,35.82,40.05,48.987,46.374,0.07382223,355.2089233
66702,602917.6856,6151999.389,34.612,39.316,49.054,47.23,0.074644566,355.4654236
66703,602946.0198,6151999.389,34.612,39.316,49.054,47.23,0.078505188,355.2583313
66704,602974.3541,6151999.389,34.612,39.316,49.054,47.23,0.085767128,354.2867432
66705,603002.6883,6151999.389,32.679,37.878,48.641,48.319,0.087625369,352.7537231
66706,603031.0226,6151999.389,32.679,37.878,48.641,48.319,0.079989105,351.2275391
66707,603059.3568,6151999.389,32.679,37.878,48.641,48.319,0.066673279,350.0052795
66708,603087.691,6151999.389,32.679,37.878,48.641,48.319,0.05116931,349.2713318
66709,603116.0253,6151999.389,23.829,28.792,39.158,37.92,0.04037632,349.1878967
66710,603144.3595,6151999.389,23.829,28.792,39.158,37.92,0.04235296,349.7915955
66711,603172.6937,6151999.389,23.829,28.792,39.158,37.92,0.05428784,351.0006409
